Subject id,Puzzle series no,Index,Correct answer,Given answer,Time,Gender,Age,Student rug,Student bachelor,Study program,Logic course,Logic course (additional),Difficulty instructions,Enjoy puzzle,Difficulty puzzle,Know puzzle?,Know puzzle? (additional),Strategy,Mood,Remarks,Level,Scenario
3e7c54c8-ee87-40b8-a094-7b6dd953f38a,39,#093,"On the windowsill, cat","On the windowsill, cat",82.55715680122375,Female,19,Yes,Yes,Biomedical Engineering,No,,9,8,8,No,,"first didnt have one and didnt know answer, hen started seeing what types were repeated and which were not, depending on that and each persons comment I could tell what it was. The last this didnt work so I didnt know the answer",5,,1,toy
3e7c54c8-ee87-40b8-a094-7b6dd953f38a,39,#081,"Extra large, iced","Extra large, iced",160.12020754814148,Female,19,Yes,Yes,Biomedical Engineering,No,,9,8,8,No,,"first didnt have one and didnt know answer, hen started seeing what types were repeated and which were not, depending on that and each persons comment I could tell what it was. The last this didnt work so I didnt know the answer",5,,2,drink
3e7c54c8-ee87-40b8-a094-7b6dd953f38a,39,,,56,141.53958129882812,Female,19,Yes,Yes,Biomedical Engineering,No,,9,8,8,No,,"first didnt have one and didnt know answer, hen started seeing what types were repeated and which were not, depending on that and each persons comment I could tell what it was. The last this didnt work so I didnt know the answer",5,,,
3e7c54c8-ee87-40b8-a094-7b6dd953f38a,39,#040,"September, 14","September, 14",86.42320084571838,Female,19,Yes,Yes,Biomedical Engineering,No,,9,8,8,No,,"first didnt have one and didnt know answer, hen started seeing what types were repeated and which were not, depending on that and each persons comment I could tell what it was. The last this didnt work so I didnt know the answer",5,,2,birthday
3e7c54c8-ee87-40b8-a094-7b6dd953f38a,39,#133,"With bangs, pink","With bangs, pink",76.55952262878418,Female,19,Yes,Yes,Biomedical Engineering,No,,9,8,8,No,,"first didnt have one and didnt know answer, hen started seeing what types were repeated and which were not, depending on that and each persons comment I could tell what it was. The last this didnt work so I didnt know the answer",5,,1,hair
3e7c54c8-ee87-40b8-a094-7b6dd953f38a,39,#071,"Extra small, hot","Small, cold",130.90981364250183,Female,19,Yes,Yes,Biomedical Engineering,No,,9,8,8,No,,"first didnt have one and didnt know answer, hen started seeing what types were repeated and which were not, depending on that and each persons comment I could tell what it was. The last this didnt work so I didnt know the answer",5,,4,drink
3e7c54c8-ee87-40b8-a094-7b6dd953f38a,39,#101,"On the windowsill, cat",I don't know,119.70326399803162,Female,19,Yes,Yes,Biomedical Engineering,No,,9,8,8,No,,"first didnt have one and didnt know answer, hen started seeing what types were repeated and which were not, depending on that and each persons comment I could tell what it was. The last this didnt work so I didnt know the answer",5,,3,toy
431ddd08-65c9-4ff9-b3a4-cb8d2df7d713,3,#152,"With bangs, orange","Pixie, green",158.10687470436096,Male,19,Yes,Yes,International Business,No,,10,9,2,No,,with the use of tables ,8,none,4,hair
431ddd08-65c9-4ff9-b3a4-cb8d2df7d713,3,#023,"May, 17",Multiple solutions,153.4462480545044,Male,19,Yes,Yes,International Business,No,,10,9,2,No,,with the use of tables ,8,none,3,birthday
431ddd08-65c9-4ff9-b3a4-cb8d2df7d713,3,#080,"Extra large, hot",Multiple solutions,157.98713493347168,Male,19,Yes,Yes,International Business,No,,10,9,2,No,,with the use of tables ,8,none,2,drink
431ddd08-65c9-4ff9-b3a4-cb8d2df7d713,3,#093,"On the windowsill, cat","On the windowsill, cat",136.03657031059265,Male,19,Yes,Yes,International Business,No,,10,9,2,No,,with the use of tables ,8,none,1,toy
431ddd08-65c9-4ff9-b3a4-cb8d2df7d713,3,,,1,16.367624521255493,Male,19,Yes,Yes,International Business,No,,10,9,2,No,,with the use of tables ,8,none,,
431ddd08-65c9-4ff9-b3a4-cb8d2df7d713,3,#042,"May, 14",Multiple solutions,123.17935347557068,Male,19,Yes,Yes,International Business,No,,10,9,2,No,,with the use of tables ,8,none,2,birthday
431ddd08-65c9-4ff9-b3a4-cb8d2df7d713,3,#133,"With bangs, pink","With bangs, pink",102.94239211082458,Male,19,Yes,Yes,International Business,No,,10,9,2,No,,with the use of tables ,8,none,1,hair
431ddd08-65c9-4ff9-b3a4-cb8d2df7d713,3,#111,"On the table, doll","On the bed, cat",147.59706854820251,Male,19,Yes,Yes,International Business,No,,10,9,2,No,,with the use of tables ,8,none,4,toy
431ddd08-65c9-4ff9-b3a4-cb8d2df7d713,3,#063,"Extra small, cold",Multiple solutions,175.41901183128357,Male,19,Yes,Yes,International Business,No,,10,9,2,No,,with the use of tables ,8,none,3,drink
471df42d-8ebc-4932-bc76-5a21e7fc1488,34,#081,"Extra large, iced","Extra large, iced",329.49787950515747,Female,23,Yes,Yes,BSc Biomedical Engineering,No,,9,9,5,Other,There was once a riddle about coloured houses on a block that followed a similar concept but I have never properly done it.,I tabulated the data and cross-checked it with the descriptions given by albert and benard,7,,2,drink
471df42d-8ebc-4932-bc76-5a21e7fc1488,34,#090,"On the table, bunny","On the table, bunny",160.46880888938904,Female,23,Yes,Yes,BSc Biomedical Engineering,No,,9,9,5,Other,There was once a riddle about coloured houses on a block that followed a similar concept but I have never properly done it.,I tabulated the data and cross-checked it with the descriptions given by albert and benard,7,,1,toy
471df42d-8ebc-4932-bc76-5a21e7fc1488,34,#151,"Curly, green","Spiky, pink",256.0391194820404,Female,23,Yes,Yes,BSc Biomedical Engineering,No,,9,9,5,Other,There was once a riddle about coloured houses on a block that followed a similar concept but I have never properly done it.,I tabulated the data and cross-checked it with the descriptions given by albert and benard,7,,4,hair
471df42d-8ebc-4932-bc76-5a21e7fc1488,34,#022,"May, 15","May, 16",437.9912505149841,Female,23,Yes,Yes,BSc Biomedical Engineering,No,,9,9,5,Other,There was once a riddle about coloured houses on a block that followed a similar concept but I have never properly done it.,I tabulated the data and cross-checked it with the descriptions given by albert and benard,7,,3,birthday
471df42d-8ebc-4932-bc76-5a21e7fc1488,34,,,65,41.596964836120605,Female,23,Yes,Yes,BSc Biomedical Engineering,No,,9,9,5,Other,There was once a riddle about coloured houses on a block that followed a similar concept but I have never properly done it.,I tabulated the data and cross-checked it with the descriptions given by albert and benard,7,,,
471df42d-8ebc-4932-bc76-5a21e7fc1488,34,#122,"On the table, doll","On the table, doll",85.3908338546753,Female,23,Yes,Yes,BSc Biomedical Engineering,No,,9,9,5,Other,There was once a riddle about coloured houses on a block that followed a similar concept but I have never properly done it.,I tabulated the data and cross-checked it with the descriptions given by albert and benard,7,,2,toy
471df42d-8ebc-4932-bc76-5a21e7fc1488,34,#053,"Extra large, cold","Extra large, cold",163.6787679195404,Female,23,Yes,Yes,BSc Biomedical Engineering,No,,9,9,5,Other,There was once a riddle about coloured houses on a block that followed a similar concept but I have never properly done it.,I tabulated the data and cross-checked it with the descriptions given by albert and benard,7,,1,drink
471df42d-8ebc-4932-bc76-5a21e7fc1488,34,#032,"September, 18","August, 15",152.94145488739014,Female,23,Yes,Yes,BSc Biomedical Engineering,No,,9,9,5,Other,There was once a riddle about coloured houses on a block that followed a similar concept but I have never properly done it.,I tabulated the data and cross-checked it with the descriptions given by albert and benard,7,,4,birthday
471df42d-8ebc-4932-bc76-5a21e7fc1488,34,#141,"With bangs, pink","Spiky, pink",119.28636002540588,Female,23,Yes,Yes,BSc Biomedical Engineering,No,,9,9,5,Other,There was once a riddle about coloured houses on a block that followed a similar concept but I have never properly done it.,I tabulated the data and cross-checked it with the descriptions given by albert and benard,7,,3,hair
47b4b758-854c-4038-9a4d-326ef2e4957c,7,#081,"Extra large, iced","Extra large, iced",485.2937326431274,Male,22,Yes,Yes,IEM,No,,10,10,7,No,,I created a matrix ,8,,2,drink
47b4b758-854c-4038-9a4d-326ef2e4957c,7,#093,"On the windowsill, cat","On the windowsill, cat",409.5476953983307,Male,22,Yes,Yes,IEM,No,,10,10,7,No,,I created a matrix ,8,,1,toy
47b4b758-854c-4038-9a4d-326ef2e4957c,7,#153,"With bangs, green","Pixie, pink",244.58098125457764,Male,22,Yes,Yes,IEM,No,,10,10,7,No,,I created a matrix ,8,,4,hair
47b4b758-854c-4038-9a4d-326ef2e4957c,7,#022,"May, 15",No solution,953.9038405418396,Male,22,Yes,Yes,IEM,No,,10,10,7,No,,I created a matrix ,8,,3,birthday
47b4b758-854c-4038-9a4d-326ef2e4957c,7,,,39,68.42941308021545,Male,22,Yes,Yes,IEM,No,,10,10,7,No,,I created a matrix ,8,,,
47b4b758-854c-4038-9a4d-326ef2e4957c,7,#123,"On the table, train","On the table, train",187.7455325126648,Male,22,Yes,Yes,IEM,No,,10,10,7,No,,I created a matrix ,8,,2,toy
47b4b758-854c-4038-9a4d-326ef2e4957c,7,#143,"Curly, pink",Multiple solutions,173.53213143348694,Male,22,Yes,Yes,IEM,No,,10,10,7,No,,I created a matrix ,8,,3,hair
47b4b758-854c-4038-9a4d-326ef2e4957c,7,#032,"September, 18","August, 15",112.62189149856567,Male,22,Yes,Yes,IEM,No,,10,10,7,No,,I created a matrix ,8,,4,birthday
47b4b758-854c-4038-9a4d-326ef2e4957c,7,#050,"Extra small, lukewarm",,,Male,22,Yes,Yes,IEM,No,,10,10,7,No,,I created a matrix ,8,,1,drink
6a581df9-6165-4c4e-b274-e5cc3990367e,41,#080,"Extra large, hot","Small, hot",185.8684468269348,Female,22,Yes,Yes,Psychology,No,,8,7,7,No,,no strategy,7,thank  you  for waiting for me!  Have a good day!,2,drink
6a581df9-6165-4c4e-b274-e5cc3990367e,41,#151,"Curly, green","Spiky, pink",213.27536725997925,Female,22,Yes,Yes,Psychology,No,,8,7,7,No,,no strategy,7,thank  you  for waiting for me!  Have a good day!,4,hair
6a581df9-6165-4c4e-b274-e5cc3990367e,41,#093,"On the windowsill, cat",No solution,170.1415195465088,Female,22,Yes,Yes,Psychology,No,,8,7,7,No,,no strategy,7,thank  you  for waiting for me!  Have a good day!,1,toy
6a581df9-6165-4c4e-b274-e5cc3990367e,41,#023,"May, 17",Multiple solutions,431.38612031936646,Female,22,Yes,Yes,Psychology,No,,8,7,7,No,,no strategy,7,thank  you  for waiting for me!  Have a good day!,3,birthday
6a581df9-6165-4c4e-b274-e5cc3990367e,41,,,46,91.58150362968443,Female,22,Yes,Yes,Psychology,No,,8,7,7,No,,no strategy,7,thank  you  for waiting for me!  Have a good day!,,
6a581df9-6165-4c4e-b274-e5cc3990367e,41,#033,"September, 14",Multiple solutions,341.8008680343628,Female,22,Yes,Yes,Psychology,No,,8,7,7,No,,no strategy,7,thank  you  for waiting for me!  Have a good day!,4,birthday
6a581df9-6165-4c4e-b274-e5cc3990367e,41,#051,"Extra small, cold","Extra small, cold",245.2522203922272,Female,22,Yes,Yes,Psychology,No,,8,7,7,No,,no strategy,7,thank  you  for waiting for me!  Have a good day!,1,drink
6a581df9-6165-4c4e-b274-e5cc3990367e,41,#160,"With bangs, green",No solution,171.08654689788818,Female,22,Yes,Yes,Psychology,No,,8,7,7,No,,no strategy,7,thank  you  for waiting for me!  Have a good day!,2,hair
6a581df9-6165-4c4e-b274-e5cc3990367e,41,#101,"On the windowsill, cat",No solution,242.4121029376984,Female,22,Yes,Yes,Psychology,No,,8,7,7,No,,no strategy,7,thank  you  for waiting for me!  Have a good day!,3,toy
6a6382f3-5ca6-4976-8e5d-3dc85aa68bf4,0,#153,"With bangs, green",No solution,112.54497694969176,Female,19,Yes,Yes,Bedrijfskunde,No,,5,8,7,No,,"I Looked at who got what kind of information, then i tried to see if i could already rule out some answers by looking at the conversation between albert and bernard. then based on which item was only occuring once of more times i tried to solve/guess the anwer. I did not get an answer for every problem. tried my best:)",8,Good luck with your studies! I had fun!,4,hair
6a6382f3-5ca6-4976-8e5d-3dc85aa68bf4,0,#021,"September, 17",Multiple solutions,120.59572196006776,Female,19,Yes,Yes,Bedrijfskunde,No,,5,8,7,No,,"I Looked at who got what kind of information, then i tried to see if i could already rule out some answers by looking at the conversation between albert and bernard. then based on which item was only occuring once of more times i tried to solve/guess the anwer. I did not get an answer for every problem. tried my best:)",8,Good luck with your studies! I had fun!,3,birthday
6a6382f3-5ca6-4976-8e5d-3dc85aa68bf4,0,#092,"On the windowsill, bunny","On the windowsill, bunny",139.70748162269592,Female,19,Yes,Yes,Bedrijfskunde,No,,5,8,7,No,,"I Looked at who got what kind of information, then i tried to see if i could already rule out some answers by looking at the conversation between albert and bernard. then based on which item was only occuring once of more times i tried to solve/guess the anwer. I did not get an answer for every problem. tried my best:)",8,Good luck with your studies! I had fun!,1,toy
6a6382f3-5ca6-4976-8e5d-3dc85aa68bf4,0,#080,"Extra large, hot","Extra large, hot",172.68321299552915,Female,19,Yes,Yes,Bedrijfskunde,No,,5,8,7,No,,"I Looked at who got what kind of information, then i tried to see if i could already rule out some answers by looking at the conversation between albert and bernard. then based on which item was only occuring once of more times i tried to solve/guess the anwer. I did not get an answer for every problem. tried my best:)",8,Good luck with your studies! I had fun!,2,drink
6a6382f3-5ca6-4976-8e5d-3dc85aa68bf4,0,,,66,53.58302927017212,Female,19,Yes,Yes,Bedrijfskunde,No,,5,8,7,No,,"I Looked at who got what kind of information, then i tried to see if i could already rule out some answers by looking at the conversation between albert and bernard. then based on which item was only occuring once of more times i tried to solve/guess the anwer. I did not get an answer for every problem. tried my best:)",8,Good luck with your studies! I had fun!,,
6a6382f3-5ca6-4976-8e5d-3dc85aa68bf4,0,#043,"May, 18","May, 18",86.21474051475525,Female,19,Yes,Yes,Bedrijfskunde,No,,5,8,7,No,,"I Looked at who got what kind of information, then i tried to see if i could already rule out some answers by looking at the conversation between albert and bernard. then based on which item was only occuring once of more times i tried to solve/guess the anwer. I did not get an answer for every problem. tried my best:)",8,Good luck with your studies! I had fun!,2,birthday
6a6382f3-5ca6-4976-8e5d-3dc85aa68bf4,0,#073,"Extra large, hot",No solution,159.1506576538086,Female,19,Yes,Yes,Bedrijfskunde,No,,5,8,7,No,,"I Looked at who got what kind of information, then i tried to see if i could already rule out some answers by looking at the conversation between albert and bernard. then based on which item was only occuring once of more times i tried to solve/guess the anwer. I did not get an answer for every problem. tried my best:)",8,Good luck with your studies! I had fun!,4,drink
6a6382f3-5ca6-4976-8e5d-3dc85aa68bf4,0,#132,"With bangs, blue","With bangs, blue",87.53448104858398,Female,19,Yes,Yes,Bedrijfskunde,No,,5,8,7,No,,"I Looked at who got what kind of information, then i tried to see if i could already rule out some answers by looking at the conversation between albert and bernard. then based on which item was only occuring once of more times i tried to solve/guess the anwer. I did not get an answer for every problem. tried my best:)",8,Good luck with your studies! I had fun!,1,hair
6a6382f3-5ca6-4976-8e5d-3dc85aa68bf4,0,#101,"On the windowsill, cat","On the windowsill, cat",154.0854094028473,Female,19,Yes,Yes,Bedrijfskunde,No,,5,8,7,No,,"I Looked at who got what kind of information, then i tried to see if i could already rule out some answers by looking at the conversation between albert and bernard. then based on which item was only occuring once of more times i tried to solve/guess the anwer. I did not get an answer for every problem. tried my best:)",8,Good luck with your studies! I had fun!,3,toy
74b7cfdb-2c87-4d9f-848a-f5464655f5fd,17,#022,"May, 15",Multiple solutions,399.9609439373016,Male,20,Yes,Yes,Astronomy,No,,7,7,7,No,,I tried to look at limting cases where knowing only one part of the case would allow you to deduce the otherside based on the fact that it is limiting only in one-side.,9,,3,birthday
74b7cfdb-2c87-4d9f-848a-f5464655f5fd,17,#091,"On the table, cat","On the table, cat",154.75376296043396,Male,20,Yes,Yes,Astronomy,No,,7,7,7,No,,I tried to look at limting cases where knowing only one part of the case would allow you to deduce the otherside based on the fact that it is limiting only in one-side.,9,,1,toy
74b7cfdb-2c87-4d9f-848a-f5464655f5fd,17,#150,"Curly, orange","Spiky, blue",224.3570580482483,Male,20,Yes,Yes,Astronomy,No,,7,7,7,No,,I tried to look at limting cases where knowing only one part of the case would allow you to deduce the otherside based on the fact that it is limiting only in one-side.,9,,4,hair
74b7cfdb-2c87-4d9f-848a-f5464655f5fd,17,#083,"Extra small, iced","Extra small, iced",181.58199882507324,Male,20,Yes,Yes,Astronomy,No,,7,7,7,No,,I tried to look at limting cases where knowing only one part of the case would allow you to deduce the otherside based on the fact that it is limiting only in one-side.,9,,2,drink
74b7cfdb-2c87-4d9f-848a-f5464655f5fd,17,,,80,24.27831435203552,Male,20,Yes,Yes,Astronomy,No,,7,7,7,No,,I tried to look at limting cases where knowing only one part of the case would allow you to deduce the otherside based on the fact that it is limiting only in one-side.,9,,,
74b7cfdb-2c87-4d9f-848a-f5464655f5fd,17,#072,"Extra large, iced","Large, lukewarm",447.2273321151733,Male,20,Yes,Yes,Astronomy,No,,7,7,7,No,,I tried to look at limting cases where knowing only one part of the case would allow you to deduce the otherside based on the fact that it is limiting only in one-side.,9,,4,drink
74b7cfdb-2c87-4d9f-848a-f5464655f5fd,17,#142,"Curly, blue","With bangs, blue",200.81907320022583,Male,20,Yes,Yes,Astronomy,No,,7,7,7,No,,I tried to look at limting cases where knowing only one part of the case would allow you to deduce the otherside based on the fact that it is limiting only in one-side.,9,,3,hair
74b7cfdb-2c87-4d9f-848a-f5464655f5fd,17,#121,"On the windowsill, train","On the windowsill, train",150.98072147369385,Male,20,Yes,Yes,Astronomy,No,,7,7,7,No,,I tried to look at limting cases where knowing only one part of the case would allow you to deduce the otherside based on the fact that it is limiting only in one-side.,9,,2,toy
74b7cfdb-2c87-4d9f-848a-f5464655f5fd,17,#012,"September, 15","September, 15",112.57417869567873,Male,20,Yes,Yes,Astronomy,No,,7,7,7,No,,I tried to look at limting cases where knowing only one part of the case would allow you to deduce the otherside based on the fact that it is limiting only in one-side.,9,,1,birthday
78094eb5-51f9-4192-a3a5-8be52861c298,15,#081,"Extra large, iced",Multiple solutions,299.985232591629,Male,24,Yes,Yes,bsc bedrijfskunde,No,,10,8,7,No,,"try to narrow down the options, didnt understand how to get to the answer at first but later i saw multiple ways to narrow down the options even more looking at the conversations they had between them. ",8,,2,drink
78094eb5-51f9-4192-a3a5-8be52861c298,15,#152,"With bangs, orange","Straight, orange",306.09483671188354,Male,24,Yes,Yes,bsc bedrijfskunde,No,,10,8,7,No,,"try to narrow down the options, didnt understand how to get to the answer at first but later i saw multiple ways to narrow down the options even more looking at the conversations they had between them. ",8,,4,hair
78094eb5-51f9-4192-a3a5-8be52861c298,15,#093,"On the windowsill, cat","On the windowsill, cat",166.64573431015015,Male,24,Yes,Yes,bsc bedrijfskunde,No,,10,8,7,No,,"try to narrow down the options, didnt understand how to get to the answer at first but later i saw multiple ways to narrow down the options even more looking at the conversations they had between them. ",8,,1,toy
78094eb5-51f9-4192-a3a5-8be52861c298,15,#020,"September, 15",Multiple solutions,331.196284532547,Male,24,Yes,Yes,bsc bedrijfskunde,No,,10,8,7,No,,"try to narrow down the options, didnt understand how to get to the answer at first but later i saw multiple ways to narrow down the options even more looking at the conversations they had between them. ",8,,3,birthday
78094eb5-51f9-4192-a3a5-8be52861c298,15,,,14,106.82423543930054,Male,24,Yes,Yes,bsc bedrijfskunde,No,,10,8,7,No,,"try to narrow down the options, didnt understand how to get to the answer at first but later i saw multiple ways to narrow down the options even more looking at the conversations they had between them. ",8,,,
78094eb5-51f9-4192-a3a5-8be52861c298,15,#033,"September, 14","August, 17",250.3199722766876,Male,24,Yes,Yes,bsc bedrijfskunde,No,,10,8,7,No,,"try to narrow down the options, didnt understand how to get to the answer at first but later i saw multiple ways to narrow down the options even more looking at the conversations they had between them. ",8,,4,birthday
78094eb5-51f9-4192-a3a5-8be52861c298,15,#053,"Extra large, cold","Extra large, cold",104.42823696136476,Male,24,Yes,Yes,bsc bedrijfskunde,No,,10,8,7,No,,"try to narrow down the options, didnt understand how to get to the answer at first but later i saw multiple ways to narrow down the options even more looking at the conversations they had between them. ",8,,1,drink
78094eb5-51f9-4192-a3a5-8be52861c298,15,#161,"With bangs, orange","With bangs, orange",129.74293875694275,Male,24,Yes,Yes,bsc bedrijfskunde,No,,10,8,7,No,,"try to narrow down the options, didnt understand how to get to the answer at first but later i saw multiple ways to narrow down the options even more looking at the conversations they had between them. ",8,,2,hair
78094eb5-51f9-4192-a3a5-8be52861c298,15,#102,"On the table, bunny",Multiple solutions,274.0031638145447,Male,24,Yes,Yes,bsc bedrijfskunde,No,,10,8,7,No,,"try to narrow down the options, didnt understand how to get to the answer at first but later i saw multiple ways to narrow down the options even more looking at the conversations they had between them. ",8,,3,toy
7ea08aed-7747-4ff2-8589-0ff247d3a2c9,35,#021,"September, 17",Multiple solutions,534.277423620224,Male,19,Yes,Yes,Physics,No,,10,9,5,No,,"I try to understand what follows directly from the first statement given by either Albert or Bernard. This information allows me to discard certain options, leading to only one possible solutions, confirmed by the implications from the second statement.",5,,3,birthday
7ea08aed-7747-4ff2-8589-0ff247d3a2c9,35,#153,"With bangs, green",Multiple solutions,757.6817374229431,Male,19,Yes,Yes,Physics,No,,10,9,5,No,,"I try to understand what follows directly from the first statement given by either Albert or Bernard. This information allows me to discard certain options, leading to only one possible solutions, confirmed by the implications from the second statement.",5,,4,hair
7ea08aed-7747-4ff2-8589-0ff247d3a2c9,35,#093,"On the windowsill, cat","On the windowsill, cat",123.12513136863708,Male,19,Yes,Yes,Physics,No,,10,9,5,No,,"I try to understand what follows directly from the first statement given by either Albert or Bernard. This information allows me to discard certain options, leading to only one possible solutions, confirmed by the implications from the second statement.",5,,1,toy
7ea08aed-7747-4ff2-8589-0ff247d3a2c9,35,#083,"Extra small, iced","Extra small, iced",293.372118473053,Male,19,Yes,Yes,Physics,No,,10,9,5,No,,"I try to understand what follows directly from the first statement given by either Albert or Bernard. This information allows me to discard certain options, leading to only one possible solutions, confirmed by the implications from the second statement.",5,,2,drink
7ea08aed-7747-4ff2-8589-0ff247d3a2c9,35,,,48,143.47095370292664,Male,19,Yes,Yes,Physics,No,,10,9,5,No,,"I try to understand what follows directly from the first statement given by either Albert or Bernard. This information allows me to discard certain options, leading to only one possible solutions, confirmed by the implications from the second statement.",5,,,
7ea08aed-7747-4ff2-8589-0ff247d3a2c9,35,#160,"With bangs, green","With bangs, green",137.11762022972107,Male,19,Yes,Yes,Physics,No,,10,9,5,No,,"I try to understand what follows directly from the first statement given by either Albert or Bernard. This information allows me to discard certain options, leading to only one possible solutions, confirmed by the implications from the second statement.",5,,2,hair
7ea08aed-7747-4ff2-8589-0ff247d3a2c9,35,#071,"Extra small, hot","Small, cold",349.91897916793823,Male,19,Yes,Yes,Physics,No,,10,9,5,No,,"I try to understand what follows directly from the first statement given by either Albert or Bernard. This information allows me to discard certain options, leading to only one possible solutions, confirmed by the implications from the second statement.",5,,4,drink
7ea08aed-7747-4ff2-8589-0ff247d3a2c9,35,#011,"May, 17","May, 17",77.0463137626648,Male,19,Yes,Yes,Physics,No,,10,9,5,No,,"I try to understand what follows directly from the first statement given by either Albert or Bernard. This information allows me to discard certain options, leading to only one possible solutions, confirmed by the implications from the second statement.",5,,1,birthday
7ea08aed-7747-4ff2-8589-0ff247d3a2c9,35,#103,"On the table, cat",,,Male,19,Yes,Yes,Physics,No,,10,9,5,No,,"I try to understand what follows directly from the first statement given by either Albert or Bernard. This information allows me to discard certain options, leading to only one possible solutions, confirmed by the implications from the second statement.",5,,3,toy
80e1166a-ffe7-4e2c-a616-cb22c8b49f97,38,#151,"Curly, green","Spiky, pink",458.1733155250549,Female,19,Yes,Yes,BSC Biomedical Engineering,No,,8,7,6,No,,"If one charater knew the answer without talking to the other character, the answer had to have one unique trait (for example: only one hairstyle had the color blue). Otherwise I counted how many times the first character used the word know and counted down from the top of the list for their specific trait. However, at the begnning of the puzzles, I counted how many words the character said in general.",7,,4,hair
80e1166a-ffe7-4e2c-a616-cb22c8b49f97,38,#023,"May, 17","September, 17",113.3510913848877,Female,19,Yes,Yes,BSC Biomedical Engineering,No,,8,7,6,No,,"If one charater knew the answer without talking to the other character, the answer had to have one unique trait (for example: only one hairstyle had the color blue). Otherwise I counted how many times the first character used the word know and counted down from the top of the list for their specific trait. However, at the begnning of the puzzles, I counted how many words the character said in general.",7,,3,birthday
80e1166a-ffe7-4e2c-a616-cb22c8b49f97,38,#082,"Extra small, hot","Extra large, iced",91.83111047744752,Female,19,Yes,Yes,BSC Biomedical Engineering,No,,8,7,6,No,,"If one charater knew the answer without talking to the other character, the answer had to have one unique trait (for example: only one hairstyle had the color blue). Otherwise I counted how many times the first character used the word know and counted down from the top of the list for their specific trait. However, at the begnning of the puzzles, I counted how many words the character said in general.",7,,2,drink
80e1166a-ffe7-4e2c-a616-cb22c8b49f97,38,#092,"On the windowsill, bunny","On the windowsill, bunny",85.30369091033936,Female,19,Yes,Yes,BSC Biomedical Engineering,No,,8,7,6,No,,"If one charater knew the answer without talking to the other character, the answer had to have one unique trait (for example: only one hairstyle had the color blue). Otherwise I counted how many times the first character used the word know and counted down from the top of the list for their specific trait. However, at the begnning of the puzzles, I counted how many words the character said in general.",7,,1,toy
80e1166a-ffe7-4e2c-a616-cb22c8b49f97,38,,,12,103.71880531311037,Female,19,Yes,Yes,BSC Biomedical Engineering,No,,8,7,6,No,,"If one charater knew the answer without talking to the other character, the answer had to have one unique trait (for example: only one hairstyle had the color blue). Otherwise I counted how many times the first character used the word know and counted down from the top of the list for their specific trait. However, at the begnning of the puzzles, I counted how many words the character said in general.",7,,,
80e1166a-ffe7-4e2c-a616-cb22c8b49f97,38,#111,"On the table, doll","On the floor, bunny",50.59080481529236,Female,19,Yes,Yes,BSC Biomedical Engineering,No,,8,7,6,No,,"If one charater knew the answer without talking to the other character, the answer had to have one unique trait (for example: only one hairstyle had the color blue). Otherwise I counted how many times the first character used the word know and counted down from the top of the list for their specific trait. However, at the begnning of the puzzles, I counted how many words the character said in general.",7,,4,toy
80e1166a-ffe7-4e2c-a616-cb22c8b49f97,38,#062,"Extra small, lukewarm","Small, hot",58.62309527397156,Female,19,Yes,Yes,BSC Biomedical Engineering,No,,8,7,6,No,,"If one charater knew the answer without talking to the other character, the answer had to have one unique trait (for example: only one hairstyle had the color blue). Otherwise I counted how many times the first character used the word know and counted down from the top of the list for their specific trait. However, at the begnning of the puzzles, I counted how many words the character said in general.",7,,3,drink
80e1166a-ffe7-4e2c-a616-cb22c8b49f97,38,#130,"Curly, blue","Curly, blue",56.6031494140625,Female,19,Yes,Yes,BSC Biomedical Engineering,No,,8,7,6,No,,"If one charater knew the answer without talking to the other character, the answer had to have one unique trait (for example: only one hairstyle had the color blue). Otherwise I counted how many times the first character used the word know and counted down from the top of the list for their specific trait. However, at the begnning of the puzzles, I counted how many words the character said in general.",7,,1,hair
80e1166a-ffe7-4e2c-a616-cb22c8b49f97,38,#042,"May, 14","May, 15",52.09697461128235,Female,19,Yes,Yes,BSC Biomedical Engineering,No,,8,7,6,No,,"If one charater knew the answer without talking to the other character, the answer had to have one unique trait (for example: only one hairstyle had the color blue). Otherwise I counted how many times the first character used the word know and counted down from the top of the list for their specific trait. However, at the begnning of the puzzles, I counted how many words the character said in general.",7,,2,birthday
83ceb570-0017-452a-9ff8-b3b581db7dd8,37,#021,"September, 17","September, 17",669.1766455173492,Male,19,Yes,Yes,Double degree physics and mathematics,No,,8,8,6,No,,I wrote down on the piece of paper every possibility and went one by one discarding them if they led to any kind of contradiction with the arguments.,8,,3,birthday
83ceb570-0017-452a-9ff8-b3b581db7dd8,37,#153,"With bangs, green","Pixie, pink",470.9557199478149,Male,19,Yes,Yes,Double degree physics and mathematics,No,,8,8,6,No,,I wrote down on the piece of paper every possibility and went one by one discarding them if they led to any kind of contradiction with the arguments.,8,,4,hair
83ceb570-0017-452a-9ff8-b3b581db7dd8,37,#092,"On the windowsill, bunny","On the windowsill, bunny",121.30346274375916,Male,19,Yes,Yes,Double degree physics and mathematics,No,,8,8,6,No,,I wrote down on the piece of paper every possibility and went one by one discarding them if they led to any kind of contradiction with the arguments.,8,,1,toy
