"Subject.id","Puzzle.series.no","Index","Correct.answer","Given.answer","Time","Gender","Age","Student.rug","Student.bachelor","Study.program","Logic.course","Logic.course..additional.","Difficulty.instructions","Enjoy.puzzle","Difficulty.puzzle","Know.puzzle.","Know.puzzle...additional.","Strategy","Mood","Remarks","Level","Scenario","Translated.answer","logTime","Block","Trial","Is.correct"
"3ac3839b-9b69-4cb0-b13c-f777d6811988",9,"#151","Curly, green","Curly, pink",737.019656181335,"Female",21,"Yes","Yes","Astronomy","No",NA,10,10,6,"Yes",NA,"I wrote down all possible options and using the dialogue tried to eliminate answers until I reached a final one.",8,NA,"4","hair","May, 15",6.60261456236467,1,3,0
"3ac3839b-9b69-4cb0-b13c-f777d6811988",9,"#081","Extra large, iced","Extra large, iced",211.548851490021,"Female",21,"Yes","Yes","Astronomy","No",NA,10,10,6,"Yes",NA,"I wrote down all possible options and using the dialogue tried to eliminate answers until I reached a final one.",8,NA,"2","drink","September, 14",5.35445594812757,1,4,1
"3ac3839b-9b69-4cb0-b13c-f777d6811988",9,"#143","Curly, pink","Curly, pink",210.701511383057,"Female",21,"Yes","Yes","Astronomy","No",NA,10,10,6,"Yes",NA,"I wrote down all possible options and using the dialogue tried to eliminate answers until I reached a final one.",8,NA,"3","hair","September, 15",5.35044249393609,2,5,1
"3ac3839b-9b69-4cb0-b13c-f777d6811988",9,"#070","Extra small, iced","Extra small, lukewarm",267.418698549271,"Female",21,"Yes","Yes","Astronomy","No",NA,10,10,6,"Yes",NA,"I wrote down all possible options and using the dialogue tried to eliminate answers until I reached a final one.",8,NA,"4","drink","May, 15",5.58881558948285,2,6,0
"3ac3839b-9b69-4cb0-b13c-f777d6811988",9,"#013","September, 17","September, 17",74.9265923500061,"Female",21,"Yes","Yes","Astronomy","No",NA,10,10,6,"Yes",NA,"I wrote down all possible options and using the dialogue tried to eliminate answers until I reached a final one.",8,NA,"1","birthday","May, 15",4.31650886556289,2,7,1
"3e7c54c8-ee87-40b8-a094-7b6dd953f38a",39,"#151","Curly, green","I don't know",233.514503479004,"Female",19,"Yes","Yes","Biomedical Engineering","No",NA,9,8,8,"No",NA,"first didnt have one and didnt know answer, hen started seeing what types were repeated and which were not, depending on that and each persons comment I could tell what it was. The last this didnt work so I didnt know the answer",5,NA,"4","hair","I don't know",5.45324418858044,1,1,0
"3e7c54c8-ee87-40b8-a094-7b6dd953f38a",39,"#022","May, 15","No solution",138.010031461716,"Female",19,"Yes","Yes","Biomedical Engineering","No",NA,9,8,8,"No",NA,"first didnt have one and didnt know answer, hen started seeing what types were repeated and which were not, depending on that and each persons comment I could tell what it was. The last this didnt work so I didnt know the answer",5,NA,"3","birthday","No solution",4.92732637426685,1,2,0
"3e7c54c8-ee87-40b8-a094-7b6dd953f38a",39,"#093","On the windowsill, cat","On the windowsill, cat",82.5571568012238,"Female",19,"Yes","Yes","Biomedical Engineering","No",NA,9,8,8,"No",NA,"first didnt have one and didnt know answer, hen started seeing what types were repeated and which were not, depending on that and each persons comment I could tell what it was. The last this didnt work so I didnt know the answer",5,NA,"1","toy","May, 15",4.41349086317058,1,3,1
"3e7c54c8-ee87-40b8-a094-7b6dd953f38a",39,"#081","Extra large, iced","Extra large, iced",160.120207548141,"Female",19,"Yes","Yes","Biomedical Engineering","No",NA,9,8,8,"No",NA,"first didnt have one and didnt know answer, hen started seeing what types were repeated and which were not, depending on that and each persons comment I could tell what it was. The last this didnt work so I didnt know the answer",5,NA,"2","drink","September, 14",5.07592483032726,1,4,1
"3e7c54c8-ee87-40b8-a094-7b6dd953f38a",39,"#040","September, 14","September, 14",86.4232008457184,"Female",19,"Yes","Yes","Biomedical Engineering","No",NA,9,8,8,"No",NA,"first didnt have one and didnt know answer, hen started seeing what types were repeated and which were not, depending on that and each persons comment I could tell what it was. The last this didnt work so I didnt know the answer",5,NA,"2","birthday","September, 14",4.45925616806966,2,5,1
"3e7c54c8-ee87-40b8-a094-7b6dd953f38a",39,"#133","With bangs, pink","With bangs, pink",76.5595226287842,"Female",19,"Yes","Yes","Biomedical Engineering","No",NA,9,8,8,"No",NA,"first didnt have one and didnt know answer, hen started seeing what types were repeated and which were not, depending on that and each persons comment I could tell what it was. The last this didnt work so I didnt know the answer",5,NA,"1","hair","May, 15",4.33806851186904,2,6,1
"3e7c54c8-ee87-40b8-a094-7b6dd953f38a",39,"#071","Extra small, hot","Small, cold",130.909813642502,"Female",19,"Yes","Yes","Biomedical Engineering","No",NA,9,8,8,"No",NA,"first didnt have one and didnt know answer, hen started seeing what types were repeated and which were not, depending on that and each persons comment I could tell what it was. The last this didnt work so I didnt know the answer",5,NA,"4","drink","June, 15",4.87450864063666,2,7,0
"3e7c54c8-ee87-40b8-a094-7b6dd953f38a",39,"#101","On the windowsill, cat","I don't know",119.703263998032,"Female",19,"Yes","Yes","Biomedical Engineering","No",NA,9,8,8,"No",NA,"first didnt have one and didnt know answer, hen started seeing what types were repeated and which were not, depending on that and each persons comment I could tell what it was. The last this didnt work so I didnt know the answer",5,NA,"3","toy","I don't know",4.78501588034614,2,8,0
"431ddd08-65c9-4ff9-b3a4-cb8d2df7d713",3,"#152","With bangs, orange","Pixie, green",158.106874704361,"Male",19,"Yes","Yes","International Business","No",NA,10,9,2,"No",NA,"with the use of tables ",8,"none","4","hair","June, 14",5.0632712265361,1,1,0
"431ddd08-65c9-4ff9-b3a4-cb8d2df7d713",3,"#023","May, 17","Multiple solutions",153.446248054504,"Male",19,"Yes","Yes","International Business","No",NA,10,9,2,"No",NA,"with the use of tables ",8,"none","3","birthday","Multiple solutions",5.03335033016079,1,2,0
"431ddd08-65c9-4ff9-b3a4-cb8d2df7d713",3,"#080","Extra large, hot","Multiple solutions",157.987134933472,"Male",19,"Yes","Yes","International Business","No",NA,10,9,2,"No",NA,"with the use of tables ",8,"none","2","drink","Multiple solutions",5.06251360524012,1,3,0
"431ddd08-65c9-4ff9-b3a4-cb8d2df7d713",3,"#093","On the windowsill, cat","On the windowsill, cat",136.036570310593,"Male",19,"Yes","Yes","International Business","No",NA,10,9,2,"No",NA,"with the use of tables ",8,"none","1","toy","May, 15",4.9129237489317,1,4,1
"431ddd08-65c9-4ff9-b3a4-cb8d2df7d713",3,"#042","May, 14","Multiple solutions",123.179353475571,"Male",19,"Yes","Yes","International Business","No",NA,10,9,2,"No",NA,"with the use of tables ",8,"none","2","birthday","Multiple solutions",4.81364145162985,2,5,0
"431ddd08-65c9-4ff9-b3a4-cb8d2df7d713",3,"#133","With bangs, pink","With bangs, pink",102.942392110825,"Male",19,"Yes","Yes","International Business","No",NA,10,9,2,"No",NA,"with the use of tables ",8,"none","1","hair","May, 15",4.6341695318682,2,6,1
"431ddd08-65c9-4ff9-b3a4-cb8d2df7d713",3,"#111","On the table, doll","On the bed, cat",147.597068548203,"Male",19,"Yes","Yes","International Business","No",NA,10,9,2,"No",NA,"with the use of tables ",8,"none","4","toy","June, 15",4.99448605118461,2,7,0
"431ddd08-65c9-4ff9-b3a4-cb8d2df7d713",3,"#063","Extra small, cold","Multiple solutions",175.419011831284,"Male",19,"Yes","Yes","International Business","No",NA,10,9,2,"No",NA,"with the use of tables ",8,"none","3","drink","Multiple solutions",5.16717746534857,2,8,0
"471df42d-8ebc-4932-bc76-5a21e7fc1488",34,"#081","Extra large, iced","Extra large, iced",329.497879505157,"Female",23,"Yes","Yes","BSc Biomedical Engineering","No",NA,9,9,5,"Other","There was once a riddle about coloured houses on a block that followed a similar concept but I have never properly done it.","I tabulated the data and cross-checked it with the descriptions given by albert and benard",7,NA,"2","drink","September, 14",5.79756991842916,1,1,1
"471df42d-8ebc-4932-bc76-5a21e7fc1488",34,"#090","On the table, bunny","On the table, bunny",160.468808889389,"Female",23,"Yes","Yes","BSc Biomedical Engineering","No",NA,9,9,5,"Other","There was once a riddle about coloured houses on a block that followed a similar concept but I have never properly done it.","I tabulated the data and cross-checked it with the descriptions given by albert and benard",7,NA,"1","toy","May, 15",5.0780995865464,1,2,1
"471df42d-8ebc-4932-bc76-5a21e7fc1488",34,"#151","Curly, green","Spiky, pink",256.03911948204,"Female",23,"Yes","Yes","BSc Biomedical Engineering","No",NA,9,9,5,"Other","There was once a riddle about coloured houses on a block that followed a similar concept but I have never properly done it.","I tabulated the data and cross-checked it with the descriptions given by albert and benard",7,NA,"4","hair","June, 15",5.54533024328195,1,3,0
"471df42d-8ebc-4932-bc76-5a21e7fc1488",34,"#022","May, 15","May, 16",437.991250514984,"Female",23,"Yes","Yes","BSc Biomedical Engineering","No",NA,9,9,5,"Other","There was once a riddle about coloured houses on a block that followed a similar concept but I have never properly done it.","I tabulated the data and cross-checked it with the descriptions given by albert and benard",7,NA,"3","birthday","September, 16",6.08219893418374,1,4,0
"471df42d-8ebc-4932-bc76-5a21e7fc1488",34,"#122","On the table, doll","On the table, doll",85.3908338546753,"Female",23,"Yes","Yes","BSc Biomedical Engineering","No",NA,9,9,5,"Other","There was once a riddle about coloured houses on a block that followed a similar concept but I have never properly done it.","I tabulated the data and cross-checked it with the descriptions given by albert and benard",7,NA,"2","toy","September, 14",4.44723876312158,2,5,1
"471df42d-8ebc-4932-bc76-5a21e7fc1488",34,"#053","Extra large, cold","Extra large, cold",163.67876791954,"Female",23,"Yes","Yes","BSc Biomedical Engineering","No",NA,9,9,5,"Other","There was once a riddle about coloured houses on a block that followed a similar concept but I have never properly done it.","I tabulated the data and cross-checked it with the descriptions given by albert and benard",7,NA,"1","drink","May, 15",5.0979057748017,2,6,1
"471df42d-8ebc-4932-bc76-5a21e7fc1488",34,"#032","September, 18","August, 15",152.94145488739,"Female",23,"Yes","Yes","BSc Biomedical Engineering","No",NA,9,9,5,"Other","There was once a riddle about coloured houses on a block that followed a similar concept but I have never properly done it.","I tabulated the data and cross-checked it with the descriptions given by albert and benard",7,NA,"4","birthday","June, 15",5.03005520036925,2,7,0
"471df42d-8ebc-4932-bc76-5a21e7fc1488",34,"#141","With bangs, pink","Spiky, pink",119.286360025406,"Female",23,"Yes","Yes","BSc Biomedical Engineering","No",NA,9,9,5,"Other","There was once a riddle about coloured houses on a block that followed a similar concept but I have never properly done it.","I tabulated the data and cross-checked it with the descriptions given by albert and benard",7,NA,"3","hair","June, 15",4.78152698916753,2,8,0
"47b4b758-854c-4038-9a4d-326ef2e4957c",7,"#081","Extra large, iced","Extra large, iced",485.293732643127,"Male",22,"Yes","Yes","IEM","No",NA,10,10,7,"No",NA,"I created a matrix ",8,NA,"2","drink","September, 14",6.18475434193076,1,1,1
"47b4b758-854c-4038-9a4d-326ef2e4957c",7,"#093","On the windowsill, cat","On the windowsill, cat",409.547695398331,"Male",22,"Yes","Yes","IEM","No",NA,10,10,7,"No",NA,"I created a matrix ",8,NA,"1","toy","May, 15",6.01505336878995,1,2,1
"47b4b758-854c-4038-9a4d-326ef2e4957c",7,"#153","With bangs, green","Pixie, pink",244.580981254578,"Male",22,"Yes","Yes","IEM","No",NA,10,10,7,"No",NA,"I created a matrix ",8,NA,"4","hair","June, 15",5.49954646575161,1,3,0
"47b4b758-854c-4038-9a4d-326ef2e4957c",7,"#022","May, 15","No solution",953.90384054184,"Male",22,"Yes","Yes","IEM","No",NA,10,10,7,"No",NA,"I created a matrix ",8,NA,"3","birthday","No solution",6.86056287029028,1,4,0
"47b4b758-854c-4038-9a4d-326ef2e4957c",7,"#123","On the table, train","On the table, train",187.745532512665,"Male",22,"Yes","Yes","IEM","No",NA,10,10,7,"No",NA,"I created a matrix ",8,NA,"2","toy","September, 14",5.23508749548852,2,5,1
"47b4b758-854c-4038-9a4d-326ef2e4957c",7,"#143","Curly, pink","Multiple solutions",173.532131433487,"Male",22,"Yes","Yes","IEM","No",NA,10,10,7,"No",NA,"I created a matrix ",8,NA,"3","hair","Multiple solutions",5.15636277782239,2,6,0
"47b4b758-854c-4038-9a4d-326ef2e4957c",7,"#032","September, 18","August, 15",112.621891498566,"Male",22,"Yes","Yes","IEM","No",NA,10,10,7,"No",NA,"I created a matrix ",8,NA,"4","birthday","June, 15",4.72403611509092,2,7,0
"6a581df9-6165-4c4e-b274-e5cc3990367e",41,"#080","Extra large, hot","Small, hot",185.868446826935,"Female",22,"Yes","Yes","Psychology","No",NA,8,7,7,"No",NA,"no strategy",7,"thank  you  for waiting for me!  Have a good day!","2","drink","June, 14",5.22503914835215,1,1,0
"6a581df9-6165-4c4e-b274-e5cc3990367e",41,"#151","Curly, green","Spiky, pink",213.275367259979,"Female",22,"Yes","Yes","Psychology","No",NA,8,7,7,"No",NA,"no strategy",7,"thank  you  for waiting for me!  Have a good day!","4","hair","June, 15",5.36258413479529,1,2,0
"6a581df9-6165-4c4e-b274-e5cc3990367e",41,"#093","On the windowsill, cat","No solution",170.141519546509,"Female",22,"Yes","Yes","Psychology","No",NA,8,7,7,"No",NA,"no strategy",7,"thank  you  for waiting for me!  Have a good day!","1","toy","No solution",5.13663055866166,1,3,0
"6a581df9-6165-4c4e-b274-e5cc3990367e",41,"#023","May, 17","Multiple solutions",431.386120319366,"Female",22,"Yes","Yes","Psychology","No",NA,8,7,7,"No",NA,"no strategy",7,"thank  you  for waiting for me!  Have a good day!","3","birthday","Multiple solutions",6.0670035598616,1,4,0
"6a581df9-6165-4c4e-b274-e5cc3990367e",41,"#033","September, 14","Multiple solutions",341.800868034363,"Female",22,"Yes","Yes","Psychology","No",NA,8,7,7,"No",NA,"no strategy",7,"thank  you  for waiting for me!  Have a good day!","4","birthday","Multiple solutions",5.83422831027558,2,5,0
"6a581df9-6165-4c4e-b274-e5cc3990367e",41,"#051","Extra small, cold","Extra small, cold",245.252220392227,"Female",22,"Yes","Yes","Psychology","No",NA,8,7,7,"No",NA,"no strategy",7,"thank  you  for waiting for me!  Have a good day!","1","drink","May, 15",5.50228715199155,2,6,1
"6a581df9-6165-4c4e-b274-e5cc3990367e",41,"#160","With bangs, green","No solution",171.086546897888,"Female",22,"Yes","Yes","Psychology","No",NA,8,7,7,"No",NA,"no strategy",7,"thank  you  for waiting for me!  Have a good day!","2","hair","No solution",5.14216955067589,2,7,0
"6a581df9-6165-4c4e-b274-e5cc3990367e",41,"#101","On the windowsill, cat","No solution",242.412102937698,"Female",22,"Yes","Yes","Psychology","No",NA,8,7,7,"No",NA,"no strategy",7,"thank  you  for waiting for me!  Have a good day!","3","toy","No solution",5.49063918255968,2,8,0
"6a6382f3-5ca6-4976-8e5d-3dc85aa68bf4",0,"#153","With bangs, green","No solution",112.544976949692,"Female",19,"Yes","Yes","Bedrijfskunde","No",NA,5,8,7,"No",NA,"I Looked at who got what kind of information, then i tried to see if i could already rule out some answers by looking at the conversation between albert and bernard. then based on which item was only occuring once of more times i tried to solve/guess the anwer. I did not get an answer for every problem. tried my best:)",8,"Good luck with your studies! I had fun!","4","hair","No solution",4.72335293685608,1,1,0
"6a6382f3-5ca6-4976-8e5d-3dc85aa68bf4",0,"#021","September, 17","Multiple solutions",120.595721960068,"Female",19,"Yes","Yes","Bedrijfskunde","No",NA,5,8,7,"No",NA,"I Looked at who got what kind of information, then i tried to see if i could already rule out some answers by looking at the conversation between albert and bernard. then based on which item was only occuring once of more times i tried to solve/guess the anwer. I did not get an answer for every problem. tried my best:)",8,"Good luck with your studies! I had fun!","3","birthday","Multiple solutions",4.79244381069598,1,2,0
"6a6382f3-5ca6-4976-8e5d-3dc85aa68bf4",0,"#092","On the windowsill, bunny","On the windowsill, bunny",139.707481622696,"Female",19,"Yes","Yes","Bedrijfskunde","No",NA,5,8,7,"No",NA,"I Looked at who got what kind of information, then i tried to see if i could already rule out some answers by looking at the conversation between albert and bernard. then based on which item was only occuring once of more times i tried to solve/guess the anwer. I did not get an answer for every problem. tried my best:)",8,"Good luck with your studies! I had fun!","1","toy","May, 15",4.93955081975156,1,3,1
"6a6382f3-5ca6-4976-8e5d-3dc85aa68bf4",0,"#080","Extra large, hot","Extra large, hot",172.683212995529,"Female",19,"Yes","Yes","Bedrijfskunde","No",NA,5,8,7,"No",NA,"I Looked at who got what kind of information, then i tried to see if i could already rule out some answers by looking at the conversation between albert and bernard. then based on which item was only occuring once of more times i tried to solve/guess the anwer. I did not get an answer for every problem. tried my best:)",8,"Good luck with your studies! I had fun!","2","drink","September, 14",5.15145877715958,1,4,1
"6a6382f3-5ca6-4976-8e5d-3dc85aa68bf4",0,"#043","May, 18","May, 18",86.2147405147552,"Female",19,"Yes","Yes","Bedrijfskunde","No",NA,5,8,7,"No",NA,"I Looked at who got what kind of information, then i tried to see if i could already rule out some answers by looking at the conversation between albert and bernard. then based on which item was only occuring once of more times i tried to solve/guess the anwer. I did not get an answer for every problem. tried my best:)",8,"Good luck with your studies! I had fun!","2","birthday","September, 14",4.45684116670164,2,5,1
"6a6382f3-5ca6-4976-8e5d-3dc85aa68bf4",0,"#073","Extra large, hot","No solution",159.150657653809,"Female",19,"Yes","Yes","Bedrijfskunde","No",NA,5,8,7,"No",NA,"I Looked at who got what kind of information, then i tried to see if i could already rule out some answers by looking at the conversation between albert and bernard. then based on which item was only occuring once of more times i tried to solve/guess the anwer. I did not get an answer for every problem. tried my best:)",8,"Good luck with your studies! I had fun!","4","drink","No solution",5.06985128600865,2,6,0
"6a6382f3-5ca6-4976-8e5d-3dc85aa68bf4",0,"#132","With bangs, blue","With bangs, blue",87.534481048584,"Female",19,"Yes","Yes","Bedrijfskunde","No",NA,5,8,7,"No",NA,"I Looked at who got what kind of information, then i tried to see if i could already rule out some answers by looking at the conversation between albert and bernard. then based on which item was only occuring once of more times i tried to solve/guess the anwer. I did not get an answer for every problem. tried my best:)",8,"Good luck with your studies! I had fun!","1","hair","May, 15",4.4720327848654,2,7,1
"6a6382f3-5ca6-4976-8e5d-3dc85aa68bf4",0,"#101","On the windowsill, cat","On the windowsill, cat",154.085409402847,"Female",19,"Yes","Yes","Bedrijfskunde","No",NA,5,8,7,"No",NA,"I Looked at who got what kind of information, then i tried to see if i could already rule out some answers by looking at the conversation between albert and bernard. then based on which item was only occuring once of more times i tried to solve/guess the anwer. I did not get an answer for every problem. tried my best:)",8,"Good luck with your studies! I had fun!","3","toy","September, 15",5.03750705518827,2,8,1
"74b7cfdb-2c87-4d9f-848a-f5464655f5fd",17,"#022","May, 15","Multiple solutions",399.960943937302,"Male",20,"Yes","Yes","Astronomy","No",NA,7,7,7,"No",NA,"I tried to look at limting cases where knowing only one part of the case would allow you to deduce the otherside based on the fact that it is limiting only in one-side.",9,NA,"3","birthday","Multiple solutions",5.99136690218413,1,1,0
"74b7cfdb-2c87-4d9f-848a-f5464655f5fd",17,"#091","On the table, cat","On the table, cat",154.753762960434,"Male",20,"Yes","Yes","Astronomy","No",NA,7,7,7,"No",NA,"I tried to look at limting cases where knowing only one part of the case would allow you to deduce the otherside based on the fact that it is limiting only in one-side.",9,NA,"1","toy","May, 15",5.04183522765313,1,2,1
"74b7cfdb-2c87-4d9f-848a-f5464655f5fd",17,"#150","Curly, orange","Spiky, blue",224.357058048248,"Male",20,"Yes","Yes","Astronomy","No",NA,7,7,7,"No",NA,"I tried to look at limting cases where knowing only one part of the case would allow you to deduce the otherside based on the fact that it is limiting only in one-side.",9,NA,"4","hair","June, 15",5.41323879191487,1,3,0
"74b7cfdb-2c87-4d9f-848a-f5464655f5fd",17,"#083","Extra small, iced","Extra small, iced",181.581998825073,"Male",20,"Yes","Yes","Astronomy","No",NA,7,7,7,"No",NA,"I tried to look at limting cases where knowing only one part of the case would allow you to deduce the otherside based on the fact that it is limiting only in one-side.",9,NA,"2","drink","September, 14",5.20170733584135,1,4,1
"74b7cfdb-2c87-4d9f-848a-f5464655f5fd",17,"#072","Extra large, iced","Large, lukewarm",447.227332115173,"Male",20,"Yes","Yes","Astronomy","No",NA,7,7,7,"No",NA,"I tried to look at limting cases where knowing only one part of the case would allow you to deduce the otherside based on the fact that it is limiting only in one-side.",9,NA,"4","drink","June, 15",6.10306703829876,2,5,0
"74b7cfdb-2c87-4d9f-848a-f5464655f5fd",17,"#142","Curly, blue","With bangs, blue",200.819073200226,"Male",20,"Yes","Yes","Astronomy","No",NA,7,7,7,"No",NA,"I tried to look at limting cases where knowing only one part of the case would allow you to deduce the otherside based on the fact that it is limiting only in one-side.",9,NA,"3","hair","May, 15",5.30240436936359,2,6,0
"74b7cfdb-2c87-4d9f-848a-f5464655f5fd",17,"#121","On the windowsill, train","On the windowsill, train",150.980721473694,"Male",20,"Yes","Yes","Astronomy","No",NA,7,7,7,"No",NA,"I tried to look at limting cases where knowing only one part of the case would allow you to deduce the otherside based on the fact that it is limiting only in one-side.",9,NA,"2","toy","September, 14",5.01715215630447,2,7,1
"74b7cfdb-2c87-4d9f-848a-f5464655f5fd",17,"#012","September, 15","September, 15",112.574178695679,"Male",20,"Yes","Yes","Astronomy","No",NA,7,7,7,"No",NA,"I tried to look at limting cases where knowing only one part of the case would allow you to deduce the otherside based on the fact that it is limiting only in one-side.",9,NA,"1","birthday","May, 15",4.72361237054191,2,8,1
"78094eb5-51f9-4192-a3a5-8be52861c298",15,"#081","Extra large, iced","Multiple solutions",299.985232591629,"Male",24,"Yes","Yes","bsc bedrijfskunde","No",NA,10,8,7,"No",NA,"try to narrow down the options, didnt understand how to get to the answer at first but later i saw multiple ways to narrow down the options even more looking at the conversations they had between them. ",8,NA,"2","drink","Multiple solutions",5.70373324875006,1,1,0
"78094eb5-51f9-4192-a3a5-8be52861c298",15,"#152","With bangs, orange","Straight, orange",306.094836711884,"Male",24,"Yes","Yes","bsc bedrijfskunde","No",NA,10,8,7,"No",NA,"try to narrow down the options, didnt understand how to get to the answer at first but later i saw multiple ways to narrow down the options even more looking at the conversations they had between them. ",8,NA,"4","hair","July, 18",5.72389497783094,1,2,0
"78094eb5-51f9-4192-a3a5-8be52861c298",15,"#093","On the windowsill, cat","On the windowsill, cat",166.64573431015,"Male",24,"Yes","Yes","bsc bedrijfskunde","No",NA,10,8,7,"No",NA,"try to narrow down the options, didnt understand how to get to the answer at first but later i saw multiple ways to narrow down the options even more looking at the conversations they had between them. ",8,NA,"1","toy","May, 15",5.11587020772738,1,3,1
"78094eb5-51f9-4192-a3a5-8be52861c298",15,"#020","September, 15","Multiple solutions",331.196284532547,"Male",24,"Yes","Yes","bsc bedrijfskunde","No",NA,10,8,7,"No",NA,"try to narrow down the options, didnt understand how to get to the answer at first but later i saw multiple ways to narrow down the options even more looking at the conversations they had between them. ",8,NA,"3","birthday","Multiple solutions",5.80271120424935,1,4,0
"78094eb5-51f9-4192-a3a5-8be52861c298",15,"#033","September, 14","August, 17",250.319972276688,"Male",24,"Yes","Yes","bsc bedrijfskunde","No",NA,10,8,7,"No",NA,"try to narrow down the options, didnt understand how to get to the answer at first but later i saw multiple ways to narrow down the options even more looking at the conversations they had between them. ",8,NA,"4","birthday","June, 15",5.52273998860913,2,5,0
"78094eb5-51f9-4192-a3a5-8be52861c298",15,"#053","Extra large, cold","Extra large, cold",104.428236961365,"Male",24,"Yes","Yes","bsc bedrijfskunde","No",NA,10,8,7,"No",NA,"try to narrow down the options, didnt understand how to get to the answer at first but later i saw multiple ways to narrow down the options even more looking at the conversations they had between them. ",8,NA,"1","drink","May, 15",4.64850010785699,2,6,1
"78094eb5-51f9-4192-a3a5-8be52861c298",15,"#161","With bangs, orange","With bangs, orange",129.742938756943,"Male",24,"Yes","Yes","bsc bedrijfskunde","No",NA,10,8,7,"No",NA,"try to narrow down the options, didnt understand how to get to the answer at first but later i saw multiple ways to narrow down the options even more looking at the conversations they had between them. ",8,NA,"2","hair","September, 14",4.86555509865326,2,7,1
"78094eb5-51f9-4192-a3a5-8be52861c298",15,"#102","On the table, bunny","Multiple solutions",274.003163814545,"Male",24,"Yes","Yes","bsc bedrijfskunde","No",NA,10,8,7,"No",NA,"try to narrow down the options, didnt understand how to get to the answer at first but later i saw multiple ways to narrow down the options even more looking at the conversations they had between them. ",8,NA,"3","toy","Multiple solutions",5.61313965308982,2,8,0
"7ea08aed-7747-4ff2-8589-0ff247d3a2c9",35,"#021","September, 17","Multiple solutions",534.277423620224,"Male",19,"Yes","Yes","Physics","No",NA,10,9,5,"No",NA,"I try to understand what follows directly from the first statement given by either Albert or Bernard. This information allows me to discard certain options, leading to only one possible solutions, confirmed by the implications from the second statement.",5,NA,"3","birthday","Multiple solutions",6.28091522394452,1,1,0
"7ea08aed-7747-4ff2-8589-0ff247d3a2c9",35,"#153","With bangs, green","Multiple solutions",757.681737422943,"Male",19,"Yes","Yes","Physics","No",NA,10,9,5,"No",NA,"I try to understand what follows directly from the first statement given by either Albert or Bernard. This information allows me to discard certain options, leading to only one possible solutions, confirmed by the implications from the second statement.",5,NA,"4","hair","Multiple solutions",6.63026342599797,1,2,0
"7ea08aed-7747-4ff2-8589-0ff247d3a2c9",35,"#093","On the windowsill, cat","On the windowsill, cat",123.125131368637,"Male",19,"Yes","Yes","Physics","No",NA,10,9,5,"No",NA,"I try to understand what follows directly from the first statement given by either Albert or Bernard. This information allows me to discard certain options, leading to only one possible solutions, confirmed by the implications from the second statement.",5,NA,"1","toy","May, 15",4.81320116644508,1,3,1
"7ea08aed-7747-4ff2-8589-0ff247d3a2c9",35,"#083","Extra small, iced","Extra small, iced",293.372118473053,"Male",19,"Yes","Yes","Physics","No",NA,10,9,5,"No",NA,"I try to understand what follows directly from the first statement given by either Albert or Bernard. This information allows me to discard certain options, leading to only one possible solutions, confirmed by the implications from the second statement.",5,NA,"2","drink","September, 14",5.6814418321308,1,4,1
"7ea08aed-7747-4ff2-8589-0ff247d3a2c9",35,"#160","With bangs, green","With bangs, green",137.117620229721,"Male",19,"Yes","Yes","Physics","No",NA,10,9,5,"No",NA,"I try to understand what follows directly from the first statement given by either Albert or Bernard. This information allows me to discard certain options, leading to only one possible solutions, confirmed by the implications from the second statement.",5,NA,"2","hair","September, 14",4.92083909931468,2,5,1
"7ea08aed-7747-4ff2-8589-0ff247d3a2c9",35,"#071","Extra small, hot","Small, cold",349.918979167938,"Male",19,"Yes","Yes","Physics","No",NA,10,9,5,"No",NA,"I try to understand what follows directly from the first statement given by either Albert or Bernard. This information allows me to discard certain options, leading to only one possible solutions, confirmed by the implications from the second statement.",5,NA,"4","drink","June, 15",5.85770163959435,2,6,0
"7ea08aed-7747-4ff2-8589-0ff247d3a2c9",35,"#011","May, 17","May, 17",77.0463137626648,"Male",19,"Yes","Yes","Physics","No",NA,10,9,5,"No",NA,"I try to understand what follows directly from the first statement given by either Albert or Bernard. This information allows me to discard certain options, leading to only one possible solutions, confirmed by the implications from the second statement.",5,NA,"1","birthday","May, 15",4.34440671847584,2,7,1
"80e1166a-ffe7-4e2c-a616-cb22c8b49f97",38,"#151","Curly, green","Spiky, pink",458.173315525055,"Female",19,"Yes","Yes","BSC Biomedical Engineering","No",NA,8,7,6,"No",NA,"If one charater knew the answer without talking to the other character, the answer had to have one unique trait (for example: only one hairstyle had the color blue). Otherwise I counted how many times the first character used the word know and counted down from the top of the list for their specific trait. However, at the begnning of the puzzles, I counted how many words the character said in general.",7,NA,"4","hair","June, 15",6.12724753070906,1,1,0
"80e1166a-ffe7-4e2c-a616-cb22c8b49f97",38,"#023","May, 17","September, 17",113.351091384888,"Female",19,"Yes","Yes","BSC Biomedical Engineering","No",NA,8,7,6,"No",NA,"If one charater knew the answer without talking to the other character, the answer had to have one unique trait (for example: only one hairstyle had the color blue). Otherwise I counted how many times the first character used the word know and counted down from the top of the list for their specific trait. However, at the begnning of the puzzles, I counted how many words the character said in general.",7,NA,"3","birthday","May, 15",4.73049000535789,1,2,0
